id,hospital_id,name,address,branch
1,101090517,臺北市立聯合醫院,臺北市大同區鄭州路145號（代表）,0
2,102020011,高雄市立聯合醫院,高雄市鼓山區中華一路976號Ｂ1-9Ｆ,0
3,102070020,高雄市立大同醫院（委託財團法人私立高雄醫學大學附設中和紀念,高雄市前金區中華三路68號,0
4,102080017,高雄市立民生醫院,高雄市苓雅區凱旋二路134號,0
5,102080026,高雄市立凱旋醫院,高雄市苓雅區凱旋二路130號,0
6,1101010012,長庚醫療財團法人台北長庚紀念醫院,臺北市松山區敦化北路199號,0
7,1101010021,基督復臨安息日會醫療財團法人臺安醫院,臺北市松山區八德路2段424、426號,0
8,1101020018,國泰醫療財團法人國泰綜合醫院,臺北市大安區仁愛路4段280號，266巷6號,0
9,1101020027,中心診所醫療財團法人中心綜合醫院,臺北市大安區忠孝東路4段77號,0
10,1101020036,宏恩醫療財團法人宏恩綜合醫院,臺北市大安區仁愛路4段71巷1號,0
11,1101100011,台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,臺北市中山區中山北路2段92號,0
12,1101100020,台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院,臺北市中山區中山北路2段92號,0
13,1101110026,康寧醫療財團法人康寧醫院,臺北市內湖區成功路5段420巷26號,0
14,1101150011,新光醫療財團法人新光吳火獅紀念醫院,臺北市士林區文昌路95號及士商路51號1至7樓53、55號,0
15,1101160017,振興醫療財團法人振興醫院,臺北市北投區振興街45號,0
16,1101160026,醫療財團法人辜公亮基金會和信治癌中心醫院,臺北市北投區立德路125號,0
17,1102110011,高雄市立小港醫院（委託財團法人私立高雄醫學大學經營）,高雄市小港區山明里山明路482號Ｂ1－10樓,0
18,1103280012,醫療財團法人正德癌症醫療基金會佛教正德醫院,臺中市南屯區文心南五路三段100號,0
19,1105040016,台灣基督長老教會新樓醫療財團法人麻豆新樓醫院,臺南市麻豆區小埤里苓子林20號,0
20,1105050012,奇美醫療財團法人佳里奇美醫院,臺南市佳里區佳興里佳里興606號,0
21,1107120017,義大醫療財團法人義大癌治療醫院,高雄市燕巢區角宿里義大路21號B2-10F,0
22,1107320017,義大醫療財團法人義大大昌醫院,高雄市三民區大昌一路305號地下3樓至7樓,0
23,1107350015,天主教聖功醫療財團法人聖功醫院,高雄市苓雅區建國一路352號,0
24,111070010,衛生福利部基隆醫院,基隆市信義區信二路268號,0
25,1111060015,長庚醫療財團法人基隆長庚紀念醫院,基隆市安樂區麥金路222號、基隆市麥金路201號,0
26,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,新竹市東區光復路二段690號,0
27,1112010528,國泰醫療財團法人新竹國泰綜合醫院,新竹市東區福德里中華路二段678號及678號之1,0
28,1117010019,仁愛醫療財團法人台中仁愛醫院,臺中市中區柳岸里柳川東路三段36號,0
29,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,臺南市東區泉北里東門路1段57號,0
30,1121020014,奇美醫療財團法人奇美醫院台南分院,,0
31,1122010012,戴德森醫療財團法人嘉義基督教醫院,嘉義市東區中庄里忠孝路539號、642號、保健街100號,0
32,1122010021,天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,嘉義市東區大雅路二段565號,0
33,1131010011,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,新北市板橋區南雅南路2段21號及高爾富路300號,0
34,1131050515,佛教慈濟醫療財團法人台北慈濟醫院,新北市新店區建國路289號,0
35,1131090019,行天宮醫療志業醫療財團法人恩主公醫院,新北市三峽區復興路399號、中山路198、258號,0
36,1131100010,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,新北市淡水區民生路45號、民權路47號B1至10樓,0
37,1131110516,國泰醫療財團法人汐止國泰綜合醫院,新北市汐止區建成路59巷2號地下4樓至地上12樓,0
38,1131130018,新北市立土城醫院（委託長庚醫療財團法人興建經營）,新北市土城區金城路2段6號,0
39,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,桃園市桃園區建新街123號,0
40,1132070011,長庚醫療財團法人林口長庚紀念醫院,桃園市龜山區公西里復興街5號、5之7號、文化一路15號,0
41,1132071036,長庚醫療財團法人桃園長庚紀念醫院,桃園市龜山區頂湖路123號、123之1號,0
42,1133060019,天主教仁慈醫療財團法人仁慈醫院,新竹縣湖口鄉孝勢村忠孝路29號,0
43,1134010022,宜蘭仁愛醫療財團法人宜蘭仁愛醫院,宜蘭縣宜蘭市中山路2段260號,0
44,1134020019,醫療財團法人羅許基金會羅東博愛醫院,宜蘭縣羅東鎮南昌街81、83號及站前南路61、63號,0
45,1134020028,天主教靈醫會醫療財團法人羅東聖母醫院,宜蘭縣羅東鎮中正南路160號,0
46,1134070019,宜蘭員山醫療財團法人宜蘭員山醫院,宜蘭縣員山鄉深溝村尚深路91號,0
47,1135050020,為恭醫療財團法人為恭紀念醫院,351苗栗縣頭份市東庄里仁愛路116號,0
48,1136090519,佛教慈濟醫療財團法人台中慈濟醫院,臺中市潭子區豐興路1段66、88號,0
49,1136200015,仁愛醫療財團法人大里仁愛醫院,臺中市大里區東榮路483號,0
50,1137010024,彰化基督教醫療財團法人彰化基督教醫院,彰化縣彰化市南校街135號、中華路176號、旭光路235、320號,0
51,1137010042,彰化基督教醫療財團法人彰化基督教兒童醫院,彰化縣彰化市光南里13鄰旭光路320號、南校街135號,0
52,1137010051,彰化基督教醫療財團法人漢銘基督教醫院,彰化縣彰化市中山路一段366號,0
53,1137020511,秀傳醫療財團法人彰濱秀傳紀念醫院,彰化縣鹿港鎮鹿工路6號、6－2號,0
54,1137020520,彰化基督教醫療財團法人鹿港基督教醫院,彰化縣鹿港鎮中正路480號、永安二路37號,0
55,1137020548,彰化基督教醫療財團法人鹿東基督教醫院,,0
56,1137050019,彰化基督教醫療財團法人員林基督教醫院,彰化縣員林市莒光路456號,0
57,1137080017,彰化基督教醫療財團法人二林基督教醫院,彰化縣二林鎮南光里大成路一段558號、安和街40巷28號2樓,0
58,1138010019,彰化基督教醫療財團法人南投基督教醫院,南投縣南投市中興路870號,0
59,1138020015,埔基醫療財團法人埔里基督教醫院,南投縣埔里鎮愛蘭里鐵山路1號,0
60,1139010013,佛教慈濟醫療財團法人斗六慈濟醫院,雲林縣斗六市雲林路二段248號,0
61,1139020019,天主教中華道明修女會醫療財團法人天主教福安醫院,雲林縣斗南鎮文昌路110號,0
62,1139030015,天主教若瑟醫療財團法人若瑟醫院,雲林縣虎尾鎮新生路74號,0
63,1139040011,彰化基督教醫療財團法人雲林基督教醫院,雲林縣西螺鎮新豐里市場南路371、375號,0
64,1139130010,長庚醫療財團法人雲林長庚紀念醫院,雲林縣麥寮鄉中興村工業路1500號,0
65,1140010510,長庚醫療財團法人嘉義長庚紀念醫院,嘉義縣朴子市仁和里嘉朴路西段6號、8號,0
66,1140030012,佛教慈濟醫療財團法人大林慈濟醫院,嘉義縣大林鎮平林里民生路2號,0
67,1141090512,奇美醫療財團法人柳營奇美醫院,臺南市柳營區太康里201號,0
68,1141310019,奇美醫療財團法人奇美醫院,臺南市永康區中華路901號、臺南市南區樹林街二段442號,0
69,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,高雄市鳳山區經武路42號,0
70,1142100017,長庚醫療財團法人高雄長庚紀念醫院,高雄市鳥松區大埤路123號,0
71,1142120001,義大醫療財團法人義大醫院,高雄市燕巢區角宿里義大路1號,0
72,1143010012,屏基醫療財團法人屏東基督教醫院,屏東縣屏東市華山里大連路60號,0
73,1143040010,恆基醫療財團法人恆春基督教醫院,屏東縣恆春鎮山腳里恆西路21號,0
74,1143130019,佑青醫療財團法人佑青醫院,屏東縣內埔鄉建興村建興路218巷19號,0
75,1143150011,迦樂醫療財團法人迦樂醫院,屏東縣新埤鄉箕湖村進化路12－200號,0
76,1144010016,天主教靈醫會醫療財團法人惠民醫院,澎湖縣馬公市樹德路14號,0
77,1145010010,佛教慈濟醫療財團法人花蓮慈濟醫院,花蓮縣花蓮市中央路3段707號,0
78,1145010038,臺灣基督教門諾會醫療財團法人門諾醫院,花蓮縣花蓮市民權路44號,0
79,1145030012,佛教慈濟醫療財團法人玉里慈濟醫院,花蓮縣玉里鎮民權街1－1號,0
80,1145060029,臺灣基督教門諾會醫療財團法人門諾醫院壽豐分院,花蓮縣壽豐鄉共和村魚池52號,0
81,1146010014,台灣基督長老教會馬偕醫療財團法人台東馬偕紀念醫院,臺東縣臺東市長沙街303巷1號,0
82,1146010032,東基醫療財團法人台東基督教醫院,臺東縣臺東市開封街350號,0
83,1146010041,天主教花蓮教區醫療財團法人台東聖母醫院,臺東縣臺東市民族里21鄰杭州街2號,0
84,1146030516,佛教慈濟醫療財團法人關山慈濟醫院,臺東縣關山鎮和平路125－5號,0
85,117030010,衛生福利部臺中醫院,臺中市西區三民路一段199號,0
86,1202080029,信義醫療財團法人高雄基督教醫院,高雄市苓雅區華新街86號,0
87,121050011,衛生福利部臺南醫院,臺南市中西區中山路125號,0
88,122020517,衛生福利部嘉義醫院,嘉義市西區福全里北港路312號,0
89,1231030015,天主教耕莘醫療財團法人永和耕莘醫院,新北市永和區中興街80號Ｂ1-7樓、國光路123號Ｂ3-11樓,0
90,1231050017,天主教耕莘醫療財團法人耕莘醫院,新北市新店區中正路362號、車子路15號,0
91,1234020011,財團法人天主教靈醫會羅東聖母醫院,,0
92,1239020011,天主教福安醫院,,0
93,1244010018,財團法人天主教靈醫會惠民醫院,,0
94,1301110511,中國醫藥大學附設醫院臺北分院,臺北市內湖區內湖路2段360號,0
95,1301170017,臺北醫學大學附設醫院,臺北市信義區吳興街252號,0
96,1301200010,臺北市立萬芳醫院－委託財團法人臺北醫學大學辦理,臺北市文山區興隆路3段111號,0
97,1302050014,財團法人私立高雄醫學大學附設中和紀念醫院,高雄市三民區十全一路100號,0
98,1303180011,亞洲大學附屬醫院,臺中市霧峰區福新路222號,0
99,1303260014,中國醫藥大學兒童醫院,臺中市北區育德路1號、學士路95號、學士路2號,0
100,1305370013,臺南市立安南醫院-委託中國醫藥大學興建經營,臺南市安南區長和路二段66號,0
101,1307370011,高雄市立旗津醫院(委託財團法人私立高雄醫學大學經營),高雄市旗津區旗港路33號,0
102,131020016,新北市立聯合醫院,新北市三重區新北大道1段3號、3之1號、板橋區英士路198號,0
103,131060010,衛生福利部樂生療養院,新北市新莊區中正路794號及桃園縣龜山鄉萬壽路1段50巷2號,0
104,131060029,衛生福利部臺北醫院,新北市新莊區思源路127號,0
105,131230012,衛生福利部八里療養院,新北市八里區華富山33號、土城區青雲路6號1、2樓、蘆洲區,0
106,1317020519,中國醫藥大學附設醫院台中東區分院,臺中市東區自由路3段296號,0
107,1317040011,中山醫學大學附設醫院,臺中市南區建國北路一段110號,0
108,1317040039,中山醫學大學附設醫院中興分院,臺中市南區復興路2段11號,0
109,1317050017,中國醫藥大學附設醫院,臺中市北區育德路2號,0
110,132010014,衛生福利部桃園醫院,桃園市桃園區中山路1492號,0
111,132010023,衛生福利部桃園療養院,桃園市桃園區龍壽街71號,0
112,132110519,衛生福利部桃園醫院新屋分院,桃園市新屋區新屋村14鄰新福二路6號,0
113,1331040513,衛生福利部雙和醫院〈委託臺北醫學大學興建經營〉,新北市中和區中正路291號,0
114,1331160010,輔仁大學學校財團法人輔仁大學附設醫院,新北市泰山區貴子路69號（地下4層、地上1至9層及13層）,0
115,1333050017,中國醫藥大學新竹附設醫院,新竹縣竹北市興隆路一段199號,0
116,1336010015,中國醫藥大學附設醫院豐原分院,臺中市豐原區中正路199號,0
117,1338030015,中國醫藥大學附設醫院草屯分院,南投縣草屯鎮平等街140號,0
118,1339060017,中國醫藥大學北港附設醫院,雲林縣北港鎮新街里新德路123號,0
119,1343030018,輔英科技大學附設醫院,屏東縣東港鎮興台里中山路5號,0
120,135010016,衛生福利部苗栗醫院,苗栗縣苗栗市為公路747號,0
121,136010010,衛生福利部豐原醫院,臺中市豐原區安康路100號,0
122,137170515,衛生福利部彰化醫院,彰化縣埔心鄉舊館村中正路二段80號,0
123,138010027,衛生福利部南投醫院,南投縣南投市康壽里復興路478號,0
124,138030010,衛生福利部草屯療養院,南投縣草屯鎮玉屏路161號,0
125,140010028,衛生福利部朴子醫院,嘉義縣朴子市永和里42－50號,0
126,1401190011,財團法人台灣省私立台北仁濟院附設仁濟醫院,臺北市萬華區廣州街200、243號,0
127,1401190039,同仁院醫療財團法人萬華醫院,臺北市萬華區中華路2段606巷6號,0
128,141010013,衛生福利部新營醫院,臺南市新營區忠政里信義街73號,0
129,141060513,衛生福利部臺南醫院新化分院,臺南市新化區那拔里牧場72號,0
130,1411030013,醫療財團法人臺灣區煤礦業基金會臺灣礦工醫院,基隆市暖暖區源遠路29號,0
131,1412040022,財團法人台灣省私立桃園仁愛之家附設新竹新生醫院,新竹市北區興南里西門街120號,0
132,141270019,衛生福利部胸腔病院,臺南市仁德區中山路864號,0
133,141270028,衛生福利部嘉南療養院,臺南市仁德區裕忠路539號,0
134,1417030017,財團法人台灣省私立台中仁愛之家附設靜和醫院,臺中市西區吉龍里南屯路一段158號,0
135,1417080517,弘光科技大學附設老人醫院,臺中市北屯區太原路三段1141號,0
136,142030019,衛生福利部旗山醫院,高雄市旗山區大德里中學路60號,0
137,143010011,衛生福利部屏東醫院,屏東縣屏東市自由路270號,0
138,143040019,衛生福利部恆春旅遊醫院,屏東縣恆春鎮山腳里恆南路188號,0
139,1431060017,財團法人台灣省私立台北仁濟院附設新莊仁濟醫院,新北市新莊區中環路1段28號,0
140,1435010013,財團法人臺灣省私立桃園仁愛之家附設苗栗新生醫院,苗栗縣苗栗市維新里新東街117號,0
141,1436020013,東勢區農會附設農民醫院,臺中市東勢區南平里豐勢路297號,0
142,144010015,衛生福利部澎湖醫院,澎湖縣馬公市啟明里中正路10號,0
143,1441060010,財團法人台灣省私立台南仁愛之家附設精神療養院,臺南市新化區中山路20號,0
144,1442060014,財團法人台灣省私立高雄仁愛之家附設慈惠醫院,高雄市大寮區後庄里鳳屏一路509號,0
145,145010019,衛生福利部花蓮醫院,花蓮縣花蓮市中正路600號,0
146,145030020,衛生福利部玉里醫院,花蓮縣玉里鎮中華路448號,0
147,145080011,衛生福利部花蓮醫院豐濱原住民分院,花蓮縣豐濱鄉豐濱村光豐路41號,0
