id;hospital_id;name;address;branch
1;0101090019;衛生福利部臺北醫院城區分院;台北市大同區鄭州路４０號;1
2;0101090517;臺北市立聯合醫院;台北市大同區鄭州路１４５號（代表）;1
3;0102020011;高雄市立聯合醫院;高雄市鼓山區中華一路９７６號Ｂ１-９Ｆ;5
4;0102070020;高雄市立大同醫院（委託財團法人私立高雄醫學大學附設中和紀念;高雄市前金區中華三路６８號;5
5;0102080017;高雄市立民生醫院;高雄市苓雅區凱旋二路１３４號;5
6;0102080026;高雄市立凱旋醫院;高雄市苓雅區凱旋二路１３０號;5
7;0111070010;衛生福利部基隆醫院;基隆市信義區信二路２６８號;1
8;0117030010;衛生福利部臺中醫院;台中市西區三民路一段１９９號;3
9;0121050011;衛生福利部臺南醫院;台南市中區中山路１２５號;4
10;0122020517;衛生福利部嘉義醫院;嘉義市西區福全里北港路３１２號;4
11;0131020016;新北市立聯合醫院;新北市三重區新北大道１段３號、板橋區英士路１９８號;1
12;0131060010;衛生福利部樂生療養院;新北市新莊區中正路７９４號、桃園縣龜山鄉萬壽路１段５０巷２號;1
13;0131060029;衛生福利部臺北醫院;新北市新莊區思源路１２７號;1
14;0131230012;衛生福利部八里療養院;新北市八里區華富山３３號;1
15;0132010014;衛生福利部桃園醫院;桃園市桃園區中山路１４９２號;2
16;0132010023;衛生福利部桃園療養院;桃園市桃園區龍壽街７１號;2
17;0132110519;衛生福利部桃園醫院新屋分院;桃園市新屋區新福二路６號;2
18;0135010016;衛生福利部苗栗醫院;苗栗縣苗栗市為公路７４７號;2
19;0136010010;衛生福利部豐原醫院;台中市豐原區安康路１００號;3
20;0137170515;衛生福利部彰化醫院;彰化縣埔心鄉舊館村中正路二段８０號;3
21;0138010027;衛生福利部南投醫院;南投縣南投市康壽里復興路４７８號;3
22;0138030010;衛生福利部草屯療養院;南投縣草屯鎮玉屏路１６１號;3
23;0140010028;衛生福利部朴子醫院;嘉義縣朴子市永和里４２－５０號;4
24;0141010013;衛生福利部新營醫院;臺南市新營區忠政里信義街７３號;4
25;0141060513;衛生福利部臺南醫院新化分院;臺南市新化區那拔里牧場７２號;4
26;0141270019;衛生福利部胸腔病院;臺南市仁德區中山路８６４號;4
27;0141270028;衛生福利部嘉南療養院;臺南市仁德區仁德里中山路８７０巷８０號;4
28;0142030019;衛生福利部旗山醫院;高雄市旗山區大德里中學路６０號;5
29;0143010011;衛生福利部屏東醫院;屏東縣屏東市自由路２７０號;5
30;0143040019;衛生福利部恆春旅遊醫院;屏東縣恆春鎮山腳里恆南路１８８號;5
31;0144010015;衛生福利部澎湖醫院;澎湖縣馬公市啟明里中正路１０號;5
